Issue #,OriginationPhase,DetectionPhase,Category,Priority,Status,Created_at,Closed_at,Author
1101,Design,Testing,Inquiry,Critical,Approved,3/15/2017,,David
1102,Requirements,Coding,Bug,High,inProgress,3/16/2017,,Michelle
1103,Requirements,Design,Inquiry,Low,Rejected,3/17/2017,3/25/2017,Smith
1104,Testing,Field,Bug,Medium,Completed,3/18/2017,3/26/2017,Michelle
1105,Documentation,Field,Bug,Major,pendingReview,11/19/2017,,Roy
1106,Design,Coding,Bug,High,inProgress,11/20/2017,,Kristen
1107,Requirements,Testing,Bug,High,Completed,3/17/2017,3/25/2017,Lindsey
1108,Testing,Field,Bug,Medium,Completed,2/27/2017,3/18/2017,Joseph
1109,Documentation,Field,Bug,Major,pendingReview,2/28/2017,,Mark
1110,Design,Coding,Bug,High,inProgress,3/1/2017,,James
1111,Coding,Testing,Bug,Low,Completed,3/2/2017,3/3/2017,Rose
1112,Design,Coding,Bug,High,inProgress,3/3/2017,,Lindsey
1113,Coding,Testing,Bug,Low,Completed,3/4/2017,3/15/2017,David
1114,Testing,Field,Bug,Medium,Completed,3/5/2017,3/16/2017,Kristen
1115,Design,Testing,Bug,Critical,Approved,3/6/2017,,Robert
1116,Requirements,Coding,Bug,Critical,inProgress,3/7/2017,,Michelle
1117,Requirements,Design,Inquiry,Low,Rejected,3/8/2017,3/19/2017,Roy
1118,Testing,Field,Bug,Medium,Completed,3/9/2017,3/10/2017,John
1119,Documentation,Field,Inquiry,Major,pendingReview,3/10/2017,,Jessica
1120,Design,Testing,Enhancement,High,Approved,3/11/2017,,Joseph
1121,Requirements,Design,Inquiry,Low,Rejected,4/12/2017,5/13/2017,Smith
1122,Testing,Field,Bug,Medium,Completed,4/13/2017,5/14/2017,Kim
1123,Documentation,Field,Enhancement,Major,pendingReview,1/5/2017,,Sandy
1124,Design,Testing,Bug,Critical,Approved,1/6/2017,,David
1125,Requirements,Coding,Bug,High,Approved,1/7/2017,,Michelle
1126,Requirements,Design,Inquiry,Low,Approved,1/8/2017,,Jeremy
1127,Testing,Field,Bug,Medium,Approved,1/9/2017,,Joseph
1128,Documentation,Field,Enhancement,Major,Approved,1/10/2017,,Roy
1129,Design,Coding,Inquiry,Low,Approved,1/11/2017,,Zachary
1130,Testing,Field,Bug,Medium,Approved,1/12/2017,,Tamara
1131,Documentation,Field,Enhancement,Major,pendingReview,1/13/2017,,Eric
1132,Design,Coding,Inquiry,High,inProgress,1/14/2017,,John
1133,Coding,Testing,Bug,Low,Completed,1/15/2017,2/18/2017,Robert
1134,Design,Coding,Inquiry,High,inProgress,1/16/2017,,Lindsey
1135,Coding,Testing,Bug,Low,Completed,5/17/2017,5/20/2017,David
1136,Testing,Field,Enhancement,Medium,Completed,5/18/2017,5/21/2017,Catherinee
1137,Design,Testing,Inquiry,Critical,Approved,5/19/2017,,Ryan
1138,Testing,Field,Bug,Medium,Completed,5/20/2017,6/23/2017,Michelle
1139,Documentation,Field,Enhancement,Major,pendingReview,5/21/2017,,Robert
1140,Design,Coding,Inquiry,High,inProgress,1/22/2017,,Christopher
1141,Coding,Testing,Bug,Low,Completed,3/2/2017,3/26/2017,William
1142,Design,Coding,Inquiry,High,inProgress,3/3/2017,,Joseph
1143,Testing,Field,Bug,Medium,Completed,2/27/2017,3/18/2017,Michelle
1144,Documentation,Field,Enhancement,Major,pendingReview,2/28/2017,,Brent
1145,Design,Coding,Inquiry,High,inProgress,3/1/2017,,Orlando
1146,Coding,Testing,Bug,Low,Completed,3/2/2017,3/3/2017,Linda
1147,Design,Coding,Inquiry,High,inProgress,3/3/2017,,Lindsey
1148,Coding,Testing,Bug,Low,Completed,3/4/2017,3/15/2017,David
1149,Testing,Field,Enhancement,Medium,Completed,3/5/2017,3/16/2017,Catherinee
1150,Design,Testing,Inquiry,Critical,Approved,8/6/2017,,Smith
1151,Requirements,Coding,Bug,High,inProgress,8/7/2017,,Joseph
1152,Requirements,Design,Inquiry,Low,Rejected,3/8/2017,3/19/2017,Victor
1153,Testing,Field,Bug,Medium,Completed,3/9/2017,3/10/2017,Justin
1154,Documentation,Field,Inquiry,Major,pendingReview,3/10/2017,,Jessica
1155,Design,Testing,Enhancement,High,Approved,4/11/2017,4/12/2017,Michelle
1156,Requirements,Design,Inquiry,Low,Rejected,4/12/2017,4/13/2017,Smith
1157,Testing,Field,Bug,Medium,Completed,4/13/2017,4/14/2017,Kim
1158,Documentation,Field,Enhancement,Major,pendingReview,3/14/2017,,Linda
1159,Design,Testing,Inquiry,Critical,Approved,3/15/2017,,David
1160,Requirements,Coding,Bug,High,inProgress,7/16/2017,8/24/2017,Michelle
1161,Requirements,Design,Inquiry,Low,Rejected,7/17/2017,8/25/2017,Smith
1162,Testing,Field,Bug,Medium,Rejected,7/18/2017,8/26/2017,Michelle
1163,Documentation,Field,Enhancement,Major,Rejected,7/19/2017,8/27/2017,Roy
1164,Design,Coding,Inquiry,High,Rejected,7/20/2017,8/28/2017,Derek
1165,Requirements,Testing,Bug,High,Completed,7/21/2017,8/29/2017,Lindsey
1166,Testing,Field,Bug,Medium,Completed,7/22/2017,8/30/2017,Joseph
1167,Design,Coding,Inquiry,High,inProgress,3/3/2017,,Joseph
1168,Coding,Testing,Bug,Low,Completed,3/4/2017,3/28/2017,David
1169,Testing,Field,Enhancement,Medium,Completed,3/5/2017,3/29/2017,Catherine
1170,Design,Testing,Inquiry,Critical,Approved,3/6/2017,,Roy
1171,Coding,Testing,Bug,Low,Completed,3/4/2017,3/15/2017,David
1172,Testing,Field,Enhancement,Medium,Completed,3/5/2017,3/16/2017,Rose
1173,Design,Testing,Inquiry,Critical,Approved,3/6/2017,,Smith
1174,Requirements,Coding,Bug,High,inProgress,3/7/2017,,Joseph
1175,Requirements,Design,Inquiry,Low,Rejected,3/8/2017,3/19/2017,Roy
1176,Testing,Field,Bug,Medium,Completed,3/9/2017,3/10/2017,John
1177,Documentation,Field,Inquiry,Major,pendingReview,3/10/2017,,Jessica
1178,Design,Testing,Enhancement,High,Approved,3/11/2017,,Michelle
1179,Requirements,Design,Inquiry,Low,Rejected,3/12/2017,3/13/2017,Smith
1180,Testing,Field,Bug,Medium,Completed,3/13/2017,3/14/2017,Kim
1181,Documentation,Field,Enhancement,Major,pendingReview,11/14/2017,,Linda
1182,Design,Testing,Inquiry,Critical,Approved,11/15/2017,,David
1183,Requirements,Coding,Bug,High,inProgress,11/16/2017,,Michelle
1184,Requirements,Design,Inquiry,Low,Rejected,3/17/2017,3/25/2017,Smith
1185,Testing,Field,Bug,Medium,Completed,3/18/2017,3/26/2017,Michelle
1186,Documentation,Field,Bug,Major,pendingReview,3/19/2017,,Roy
1187,Design,Coding,Bug,High,inProgress,3/20/2017,,Kristen
1188,Requirements,Testing,Bug,High,Completed,3/17/2017,3/25/2017,Lindsey
1189,Testing,Field,Bug,Medium,Completed,2/27/2017,3/18/2017,Joseph
1190,Documentation,Field,Bug,Major,pendingReview,2/28/2017,,Mark
1191,Design,Coding,Bug,High,inProgress,3/1/2017,,James
1192,Coding,Testing,Bug,Low,Completed,3/2/2017,3/3/2017,Rose
1193,Design,Coding,Bug,High,inProgress,3/3/2017,,Lindsey
1194,Coding,Testing,Bug,Low,Completed,3/4/2017,3/15/2017,David
1195,Testing,Field,Bug,Medium,Completed,3/5/2017,3/16/2017,Kristen
1196,Design,Testing,Bug,Critical,Approved,3/6/2017,,Robert
1197,Requirements,Coding,Bug,Critical,inProgress,3/7/2017,,Michelle
1198,Requirements,Design,Inquiry,Low,Rejected,3/8/2017,3/19/2017,Roy
1199,Testing,Field,Bug,Medium,Completed,3/9/2017,3/10/2017,John
1200,Documentation,Field,Inquiry,Major,pendingReview,3/10/2017,,Jessica
1201,Design,Testing,Enhancement,High,Approved,3/11/2017,,Joseph
1202,Requirements,Design,Inquiry,Low,Rejected,4/12/2017,5/13/2017,Smith
1203,Testing,Field,Bug,Medium,Completed,4/13/2017,5/14/2017,Kim
1204,Documentation,Field,Enhancement,Major,pendingReview,5/5/2017,,Sandy
1205,Design,Testing,Bug,Critical,Approved,5/6/2017,,David
1206,Requirements,Coding,Bug,High,Approved,5/7/2017,,Michelle
1207,Requirements,Design,Inquiry,Low,Approved,5/8/2017,,Jeremy
1208,Testing,Field,Bug,Medium,Approved,5/9/2017,,Joseph
1209,Documentation,Field,Enhancement,Major,Approved,5/10/2017,,Roy
1210,Design,Coding,Inquiry,Low,Approved,5/11/2017,,Zachary
1211,Testing,Field,Bug,Medium,Approved,5/12/2017,,Tamara
1212,Documentation,Field,Enhancement,Major,pendingReview,5/13/2017,,Eric
1213,Design,Coding,Inquiry,High,inProgress,5/14/2017,,John
1214,Coding,Testing,Bug,Low,Completed,1/15/2017,2/18/2017,Robert
1215,Design,Coding,Inquiry,High,inProgress,1/16/2017,,Lindsey
1216,Coding,Testing,Bug,Low,Completed,5/17/2017,5/20/2017,David
1217,Testing,Field,Enhancement,Medium,Completed,5/18/2017,5/21/2017,Catherinee
1218,Design,Testing,Inquiry,Critical,Approved,5/19/2017,,Ryan
1219,Testing,Field,Bug,Medium,Completed,5/20/2017,6/23/2017,Michelle
1220,Documentation,Field,Enhancement,Major,pendingReview,5/21/2017,,Robert
1221,Design,Coding,Inquiry,High,inProgress,1/22/2017,,Christopher
1222,Coding,Testing,Bug,Low,Completed,3/2/2017,3/26/2017,William
1223,Design,Coding,Inquiry,High,inProgress,3/3/2017,,Joseph
1224,Testing,Field,Bug,Medium,Completed,2/27/2017,3/18/2017,Michelle
1225,Documentation,Field,Enhancement,Major,pendingReview,2/28/2017,,Brent
1226,Design,Coding,Inquiry,High,inProgress,3/1/2017,,Orlando
1227,Coding,Testing,Bug,Low,Completed,3/2/2017,3/3/2017,Linda
1228,Design,Coding,Inquiry,High,inProgress,3/3/2017,,Lindsey
1229,Coding,Testing,Bug,Low,Completed,3/4/2017,3/15/2017,David
1230,Testing,Field,Enhancement,Medium,Completed,3/5/2017,3/16/2017,Catherinee
1231,Design,Testing,Inquiry,Critical,Approved,3/6/2017,,Smith
1232,Requirements,Coding,Bug,High,inProgress,3/7/2017,,Joseph
1233,Requirements,Design,Inquiry,Low,Rejected,3/8/2017,3/19/2017,Victor
1234,Testing,Field,Bug,Medium,Completed,3/9/2017,3/10/2017,Justin
1235,Documentation,Field,Inquiry,Major,pendingReview,3/10/2017,,Jessica
1236,Design,Testing,Enhancement,High,Approved,4/11/2017,4/12/2017,Michelle
1237,Requirements,Design,Inquiry,Low,Rejected,4/12/2017,4/13/2017,Smith
1238,Testing,Field,Bug,Medium,Completed,4/13/2017,4/14/2017,Kim
1239,Documentation,Field,Enhancement,Major,pendingReview,3/14/2017,,Linda
1240,Design,Testing,Inquiry,Critical,Approved,3/15/2017,,David
1241,Requirements,Coding,Bug,High,inProgress,7/16/2017,8/24/2017,Michelle
1242,Requirements,Design,Inquiry,Low,Rejected,7/17/2017,8/25/2017,Smith
1243,Testing,Field,Bug,Medium,Rejected,7/18/2017,8/26/2017,Michelle
1244,Documentation,Field,Enhancement,Major,Rejected,7/19/2017,8/27/2017,Roy
1245,Design,Coding,Inquiry,High,Rejected,7/20/2017,8/28/2017,Derek
1246,Requirements,Testing,Bug,High,Completed,7/21/2017,8/29/2017,Lindsey
1247,Design,Coding,Inquiry,High,inProgress,3/3/2017,,Joseph
1248,Coding,Testing,Bug,Low,Completed,3/4/2017,3/28/2017,David
1249,Testing,Field,Enhancement,Medium,Completed,3/5/2017,3/29/2017,Catherine
1250,Design,Testing,Inquiry,Critical,Approved,3/6/2017,,Roy
1251,Coding,Testing,Bug,Low,Completed,3/4/2017,3/15/2017,David
1252,Testing,Field,Enhancement,Medium,Completed,3/5/2017,3/16/2017,Rose
1253,Design,Testing,Inquiry,Critical,Approved,3/6/2017,,Smith
1254,Requirements,Coding,Bug,High,inProgress,3/7/2017,,Joseph
1255,Requirements,Design,Inquiry,Low,Rejected,3/8/2017,3/19/2017,Roy
1256,Testing,Field,Bug,Medium,Completed,3/9/2017,3/10/2017,John
1257,Documentation,Field,Inquiry,Major,pendingReview,3/10/2017,,Jessica
1258,Design,Testing,Enhancement,High,Approved,3/11/2017,,Michelle
1259,Requirements,Design,Inquiry,Low,Rejected,3/12/2017,3/13/2017,Smith
1260,Testing,Field,Bug,Medium,Completed,3/13/2017,3/14/2017,Kim
1261,Documentation,Field,Enhancement,Major,pendingReview,5/14/2017,,Linda
1262,Design,Testing,Inquiry,Critical,Approved,5/15/2017,,David
1263,Requirements,Coding,Bug,High,inProgress,5/16/2017,,Michelle
1264,Requirements,Design,Inquiry,Low,Rejected,3/17/2017,3/25/2017,Smith
1265,Testing,Field,Bug,Medium,Completed,3/18/2017,3/26/2017,Michelle
1266,Documentation,Field,Bug,Major,pendingReview,3/19/2017,,Roy
1267,Design,Coding,Bug,High,inProgress,3/20/2017,,Kristen
1268,Requirements,Testing,Bug,High,Completed,3/17/2017,3/25/2017,Lindsey
1269,Testing,Field,Bug,Medium,Completed,2/27/2017,3/18/2017,Joseph
1270,Documentation,Field,Bug,Major,pendingReview,2/28/2017,,Mark
1271,Design,Coding,Bug,High,inProgress,3/1/2017,,James
1272,Coding,Testing,Bug,Low,Completed,3/2/2017,3/3/2017,Rose
1273,Design,Coding,Bug,High,inProgress,3/3/2017,,Lindsey
1274,Coding,Testing,Bug,Low,Completed,3/4/2017,3/15/2017,David
1275,Testing,Field,Bug,Medium,Completed,3/5/2017,3/16/2017,Kristen
1276,Design,Testing,Bug,Critical,Approved,3/6/2017,,Robert
1277,Requirements,Coding,Bug,Critical,inProgress,3/7/2017,,Michelle
1278,Requirements,Design,Inquiry,Low,Rejected,3/8/2017,3/19/2017,Roy
1279,Testing,Field,Bug,Medium,Completed,3/9/2017,3/10/2017,John
1280,Documentation,Field,Inquiry,Major,pendingReview,3/10/2017,,Jessica
1281,Design,Testing,Enhancement,High,Approved,3/11/2017,,Joseph
1282,Requirements,Design,Inquiry,Low,Rejected,4/12/2017,5/13/2017,Smith
1283,Testing,Field,Bug,Medium,Completed,4/13/2017,5/14/2017,Kim
1284,Documentation,Field,Enhancement,Major,pendingReview,5/5/2017,,Sandy
1285,Design,Testing,Bug,Critical,Approved,5/6/2017,,David
1286,Requirements,Coding,Bug,High,Approved,5/7/2017,,Michelle
1287,Requirements,Design,Inquiry,Low,Approved,11/8/2017,,Jeremy
1288,Testing,Field,Bug,Medium,Approved,11/9/2017,,Joseph
1289,Documentation,Field,Enhancement,Major,Approved,11/10/2017,,Roy
1290,Design,Coding,Inquiry,Low,Approved,5/11/2017,,Zachary
1291,Testing,Field,Bug,Medium,Approved,5/12/2017,,Tamara
1292,Documentation,Field,Enhancement,Major,pendingReview,5/13/2017,,Eric
1293,Design,Coding,Inquiry,High,inProgress,5/14/2017,,John
1294,Coding,Testing,Bug,Low,Completed,1/15/2017,2/18/2017,Robert
1295,Design,Coding,Inquiry,High,inProgress,1/16/2017,,Lindsey
1296,Coding,Testing,Bug,Low,Completed,5/17/2017,5/20/2017,David
1297,Testing,Field,Enhancement,Medium,Completed,5/18/2017,5/21/2017,Catherinee
1298,Design,Testing,Inquiry,Critical,Approved,5/19/2017,,Ryan
1299,Testing,Field,Bug,Medium,Completed,5/20/2017,6/23/2017,Michelle
1300,Documentation,Field,Enhancement,Major,pendingReview,5/21/2017,,Robert
1301,Design,Coding,Inquiry,High,inProgress,1/22/2017,,Christopher
1302,Coding,Testing,Bug,Low,Completed,3/2/2017,3/26/2017,William
1303,Design,Coding,Inquiry,High,inProgress,3/3/2017,,Joseph
1304,Testing,Field,Bug,Medium,Completed,2/27/2017,3/18/2017,Michelle
1305,Documentation,Field,Enhancement,Major,pendingReview,2/28/2017,,Brent
1306,Design,Coding,Inquiry,High,inProgress,3/1/2017,,Orlando
1307,Coding,Testing,Bug,Low,Completed,3/2/2017,3/3/2017,Linda
1308,Design,Coding,Inquiry,High,inProgress,3/3/2017,,Lindsey
1309,Coding,Testing,Bug,Low,Completed,3/4/2017,3/15/2017,David
1310,Testing,Field,Enhancement,Medium,Completed,3/5/2017,3/16/2017,Catherinee
1311,Design,Testing,Inquiry,Critical,Approved,3/6/2017,,Smith
1312,Requirements,Coding,Bug,High,inProgress,3/7/2017,,Joseph
1313,Requirements,Design,Inquiry,Low,Rejected,3/8/2017,3/19/2017,Victor
1314,Testing,Field,Bug,Medium,Completed,3/9/2017,3/10/2017,Justin
1315,Documentation,Field,Inquiry,Major,pendingReview,3/10/2017,,Jessica
1316,Design,Testing,Enhancement,High,Approved,4/11/2017,4/12/2017,Michelle
1317,Requirements,Design,Inquiry,Low,Rejected,4/12/2017,4/13/2017,Smith
1318,Testing,Field,Bug,Medium,Completed,4/13/2017,4/14/2017,Kim
1319,Documentation,Field,Enhancement,Major,pendingReview,3/14/2017,,Linda
1320,Design,Testing,Inquiry,Critical,Approved,3/15/2017,,David
1321,Requirements,Coding,Bug,High,inProgress,7/16/2017,8/24/2017,Michelle
1322,Requirements,Design,Inquiry,Low,Rejected,7/17/2017,8/25/2017,Smith
1323,Testing,Field,Bug,Medium,Rejected,7/18/2017,8/26/2017,Michelle
1324,Documentation,Field,Enhancement,Major,Rejected,7/19/2017,8/27/2017,Roy
1325,Design,Coding,Inquiry,High,Rejected,7/20/2017,8/28/2017,Derek
1326,Requirements,Testing,Bug,High,Completed,7/21/2017,8/29/2017,Lindsey
1327,Documentation,Field,Inquiry,Major,pendingReview,5/10/2017,,Jessica
1328,Design,Testing,Enhancement,High,Approved,5/11/2017,,Michelle
1329,Requirements,Design,Inquiry,Low,Rejected,5/12/2017,5/13/2017,Smith
1330,Testing,Field,Bug,Medium,Completed,5/13/2017,5/14/2017,Kim
1331,Documentation,Field,Enhancement,Major,pendingReview,5/20/2017,,Linda
1332,Design,Testing,Inquiry,Critical,Approved,5/21/2017,,David
1333,Requirements,Coding,Bug,High,inProgress,5/22/2017,,Michelle
1334,Requirements,Design,Inquiry,Low,Rejected,5/17/2017,5/25/2017,Smith
1335,Testing,Field,Bug,Medium,Completed,5/18/2017,5/26/2017,Michelle
1336,Documentation,Field,Enhancement,Major,pendingReview,5/19/2017,,Roy
1337,Design,Coding,Inquiry,High,inProgress,5/20/2017,,Derek
1338,Requirements,Testing,Bug,High,Completed,5/21/2017,5/25/2017,Lindsey
1339,Testing,Field,Bug,Medium,Completed,5/22/2017,5/26/2017,Joseph
1340,Documentation,Field,Enhancement,Major,pendingReview,5/27/2017,,Roy
1341,Design,Coding,Inquiry,High,inProgress,5/28/2017,,John
1342,Coding,Testing,Bug,Low,Completed,5/25/2017,6/3/2017,Victoria
1343,Design,Coding,Inquiry,High,inProgress,5/26/2017,,Lindsey
1344,Coding,Testing,Bug,Low,Completed,5/27/2017,6/5/2017,David
1345,Testing,Field,Enhancement,Medium,Completed,5/28/2017,6/6/2017,Catherine
1346,Design,Testing,Inquiry,Critical,Approved,3/6/2017,,Roy
1347,Requirements,Coding,Bug,Critical,inProgress,3/7/2017,,Michelle
1348,Requirements,Design,Inquiry,Low,Rejected,3/8/2017,3/19/2017,Roy
1349,Testing,Field,Bug,Medium,Completed,3/9/2017,3/10/2017,John
1350,Requirements,Coding,Bug,High,Approved,5/7/2017,,Michelle
1351,Requirements,Design,Inquiry,Low,Approved,5/8/2017,,Jeremy
1352,Testing,Field,Bug,Medium,Approved,5/9/2017,,Joseph
1353,Documentation,Field,Enhancement,Major,Approved,5/10/2017,,Roy
1354,Design,Coding,Inquiry,Low,Approved,5/11/2017,,Zachary
1355,Testing,Field,Bug,Medium,Approved,5/12/2017,,Tamara
1356,Documentation,Field,Enhancement,Major,pendingReview,5/13/2017,,Eric
1357,Design,Coding,Inquiry,High,inProgress,5/14/2017,,John
1358,Coding,Testing,Bug,Low,Completed,1/15/2017,2/18/2017,Robert
1359,Design,Coding,Inquiry,High,inProgress,1/16/2017,,Lindsey
1360,Coding,Testing,Bug,Low,Completed,5/17/2017,5/20/2017,David
1361,Testing,Field,Enhancement,Medium,Completed,5/18/2017,5/21/2017,Catherinee
1362,Design,Testing,Inquiry,Critical,Approved,5/19/2017,,Ryan
1363,Testing,Field,Bug,Medium,Completed,5/20/2017,6/23/2017,Michelle
1364,Documentation,Field,Enhancement,Major,pendingReview,5/21/2017,,Robert
1365,Design,Coding,Inquiry,High,inProgress,1/22/2017,,Christopher
1366,Coding,Testing,Bug,Low,Completed,3/2/2017,3/26/2017,William
1367,Design,Coding,Inquiry,High,inProgress,3/3/2017,,Joseph
1368,Testing,Field,Bug,Medium,Completed,2/27/2017,3/18/2017,Michelle
1369,Documentation,Field,Enhancement,Major,pendingReview,2/28/2017,,Brent
1370,Design,Coding,Inquiry,High,inProgress,3/1/2017,,Orlando
1371,Coding,Testing,Bug,Low,Completed,3/2/2017,3/3/2017,Linda
1372,Design,Coding,Inquiry,High,inProgress,3/3/2017,,Lindsey
1373,Coding,Testing,Bug,Low,Completed,3/4/2017,3/15/2017,David
1374,Testing,Field,Enhancement,Medium,Completed,3/5/2017,3/16/2017,Catherinee
1375,Design,Testing,Inquiry,Critical,Approved,3/6/2017,,Smith
1376,Requirements,Coding,Bug,High,inProgress,3/7/2017,,Joseph
1377,Requirements,Design,Inquiry,Low,Rejected,3/8/2017,3/19/2017,Victor
1378,Testing,Field,Bug,Medium,Completed,3/9/2017,3/10/2017,Justin
1379,Documentation,Field,Inquiry,Major,pendingReview,3/10/2017,,Jessica
1380,Design,Testing,Enhancement,High,Approved,4/11/2017,4/12/2017,Michelle
1381,Requirements,Design,Inquiry,Low,Rejected,4/12/2017,4/13/2017,Smith
1382,Testing,Field,Bug,Medium,Completed,4/13/2017,4/14/2017,Kim
1383,Documentation,Field,Enhancement,Major,pendingReview,3/14/2017,,Linda
1384,Design,Testing,Inquiry,Critical,Approved,3/15/2017,,David
1385,Requirements,Coding,Bug,High,inProgress,7/16/2017,8/24/2017,Michelle
1386,Requirements,Design,Inquiry,Low,Rejected,7/17/2017,8/25/2017,Smith
1387,Testing,Field,Bug,Medium,Rejected,7/18/2017,8/26/2017,Michelle
1388,Documentation,Field,Enhancement,Major,Rejected,7/19/2017,8/27/2017,Roy
1389,Design,Coding,Inquiry,High,Rejected,7/20/2017,8/28/2017,Derek
1390,Requirements,Testing,Bug,High,Completed,7/21/2017,8/29/2017,Lindsey
1391,Design,Coding,Inquiry,High,inProgress,3/3/2017,,Joseph
1392,Coding,Testing,Bug,Low,Completed,3/4/2017,3/28/2017,David
1393,Testing,Field,Enhancement,Medium,Completed,3/5/2017,3/29/2017,Catherine
1394,Design,Testing,Inquiry,Critical,Approved,3/6/2017,,Roy
1395,Coding,Testing,Bug,Low,Completed,3/4/2017,3/15/2017,David
1396,Testing,Field,Enhancement,Medium,Completed,3/5/2017,3/16/2017,Rose
1397,Design,Testing,Inquiry,Critical,Approved,3/6/2017,,Smith
1398,Requirements,Coding,Bug,High,inProgress,3/7/2017,,Joseph
1399,Requirements,Design,Inquiry,Low,Rejected,3/8/2017,3/19/2017,Roy
1400,Testing,Field,Bug,Medium,Completed,3/9/2017,3/10/2017,John
1401,Documentation,Field,Inquiry,Major,pendingReview,3/10/2017,,Jessica
1402,Design,Testing,Enhancement,High,Approved,3/11/2017,,Michelle
1403,Requirements,Design,Inquiry,Low,Rejected,3/12/2017,3/13/2017,Smith
1404,Testing,Field,Bug,Medium,Completed,3/13/2017,3/14/2017,Kim
1405,Documentation,Field,Enhancement,Major,pendingReview,5/14/2017,,Linda
1406,Design,Testing,Inquiry,Critical,Approved,5/15/2017,,David
1407,Requirements,Coding,Bug,High,inProgress,5/16/2017,,Michelle
1408,Requirements,Design,Inquiry,Low,Rejected,3/17/2017,3/25/2017,Smith
1409,Testing,Field,Bug,Medium,Completed,3/18/2017,3/26/2017,Michelle
1410,Documentation,Field,Bug,Major,pendingReview,3/19/2017,,Roy
1411,Design,Coding,Bug,High,inProgress,3/20/2017,,Kristen
1412,Requirements,Testing,Bug,High,Completed,3/17/2017,3/25/2017,Lindsey
1413,Testing,Field,Bug,Medium,Completed,2/27/2017,3/18/2017,Joseph
1414,Documentation,Field,Bug,Major,pendingReview,2/28/2017,,Mark
1415,Design,Coding,Bug,High,inProgress,3/1/2017,,James
1416,Coding,Testing,Bug,Low,Completed,3/2/2017,3/3/2017,Rose
1417,Design,Coding,Bug,High,inProgress,3/3/2017,,Lindsey
1418,Coding,Testing,Bug,Low,Completed,3/4/2017,3/15/2017,David
1419,Testing,Field,Bug,Medium,Completed,3/5/2017,3/16/2017,Kristen
1420,Design,Testing,Bug,Critical,Approved,3/6/2017,,Robert
1421,Requirements,Coding,Bug,Critical,inProgress,3/7/2017,,Michelle
1422,Requirements,Design,Inquiry,Low,Rejected,3/8/2017,3/19/2017,Roy
1423,Testing,Field,Bug,Medium,Completed,3/9/2017,3/10/2017,John
1424,Documentation,Field,Inquiry,Major,pendingReview,3/10/2017,,Jessica
1425,Design,Testing,Enhancement,High,Approved,3/11/2017,,Joseph
1426,Requirements,Design,Inquiry,Low,Rejected,4/12/2017,5/13/2017,Smith
1427,Testing,Field,Bug,Medium,Completed,4/13/2017,5/14/2017,Kim
1428,Documentation,Field,Enhancement,Major,pendingReview,5/5/2017,,Sandy
1429,Design,Testing,Bug,Critical,Approved,5/6/2017,,David
1430,Requirements,Coding,Bug,High,Approved,5/7/2017,,Michelle
1431,Requirements,Design,Inquiry,Low,Approved,5/8/2017,,Jeremy
1432,Testing,Field,Bug,Medium,Approved,5/9/2017,,Joseph
1433,Documentation,Field,Enhancement,Major,Approved,5/10/2017,,Roy
1434,Design,Coding,Inquiry,Low,Approved,5/11/2017,,Zachary
1435,Testing,Field,Bug,Medium,Approved,5/12/2017,,Tamara
1436,Documentation,Field,Enhancement,Major,pendingReview,5/13/2017,,Eric
1437,Design,Coding,Inquiry,High,inProgress,5/14/2017,,John
1438,Coding,Testing,Bug,Low,Completed,1/15/2017,2/18/2017,Robert
1439,Design,Coding,Inquiry,High,inProgress,1/16/2017,,Lindsey
1440,Coding,Testing,Bug,Low,Completed,5/17/2017,5/20/2017,David
1441,Testing,Field,Enhancement,Medium,Completed,5/18/2017,5/21/2017,Catherinee
1442,Design,Testing,Inquiry,Critical,Approved,5/19/2017,,Ryan
1443,Testing,Field,Bug,Medium,Completed,5/20/2017,6/23/2017,Michelle
1444,Documentation,Field,Enhancement,Major,pendingReview,5/21/2017,,Robert
1445,Design,Coding,Inquiry,High,inProgress,1/22/2017,,Christopher
1446,Coding,Testing,Bug,Low,Completed,3/2/2017,3/26/2017,William
1447,Design,Coding,Inquiry,High,inProgress,3/3/2017,,Joseph
1448,Testing,Field,Bug,Medium,Completed,2/27/2017,3/18/2017,Michelle
1449,Documentation,Field,Enhancement,Major,pendingReview,2/28/2017,,Brent
1450,Design,Coding,Inquiry,High,inProgress,3/1/2017,,Orlando
1451,Coding,Testing,Bug,Low,Completed,3/2/2017,3/3/2017,Linda
1452,Design,Coding,Inquiry,High,inProgress,3/3/2017,,Lindsey
1453,Coding,Testing,Bug,Low,Completed,3/4/2017,3/15/2017,David
1454,Testing,Field,Enhancement,Medium,Completed,3/5/2017,3/16/2017,Catherinee
1455,Design,Testing,Inquiry,Critical,Approved,3/6/2017,,Smith
1456,Requirements,Coding,Bug,High,inProgress,3/7/2017,,Joseph
1457,Requirements,Design,Inquiry,Low,Rejected,3/8/2017,3/19/2017,Victor
1458,Testing,Field,Bug,Medium,Completed,3/9/2017,3/10/2017,Justin
1459,Documentation,Field,Inquiry,Major,pendingReview,3/10/2017,,Jessica
1460,Design,Testing,Enhancement,High,Approved,4/11/2017,4/12/2017,Michelle
1461,Requirements,Design,Inquiry,Low,Rejected,4/12/2017,4/13/2017,Smith
1462,Testing,Field,Bug,Medium,Completed,4/13/2017,4/14/2017,Kim
